# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -5207 6 35 249 5275363 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CssJail/CssJail.61082a78db7f.scss
DUPTYPE_WITHIN_SAME_TREE -5207 6 35 249 5269415 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CssJail/CssJail.scss
DUPTYPE_WITHIN_SAME_TREE -5207 6 35 249 5665863 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CssJail/CssJail.scss
DUPTYPE_FIRST_OCCURRENCE 9939 5 36 249 5014777 5 /openedx/staticfiles/js/bower/jquery/src/var/arr.73fe8cc31324.js
DUPTYPE_WITHIN_SAME_TREE -9939 6 36 249 1462315 5 /openedx/staticfiles/studio/js/bower/jquery/src/var/arr.73fe8cc31324.js
DUPTYPE_WITHIN_SAME_TREE -9939 9 36 249 5931531 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/var/arr.73fe8cc31324.js
DUPTYPE_WITHIN_SAME_TREE -9939 10 36 249 5670073 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/var/arr.js
DUPTYPE_WITHIN_SAME_TREE -9939 5 36 249 5007708 5 /openedx/staticfiles/js/bower/jquery/src/var/arr.js
DUPTYPE_WITHIN_SAME_TREE -9939 9 36 249 5926804 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/var/arr.js
DUPTYPE_WITHIN_SAME_TREE -9939 6 36 249 1467328 5 /openedx/staticfiles/studio/js/bower/jquery/src/var/arr.js
DUPTYPE_WITHIN_SAME_TREE -9939 10 36 249 5671132 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/var/arr.73fe8cc31324.js
DUPTYPE_FIRST_OCCURRENCE 9631 5 37 249 5275549 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_clearfix.01ed6cc70519.scss
DUPTYPE_WITHIN_SAME_TREE -9631 5 37 249 5271999 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_clearfix.scss
DUPTYPE_FIRST_OCCURRENCE 12601 6 40 249 3974457 5 /openedx/staticfiles/js/bower/jquery/src/ajax/var/rquery.86cc4813fe7e.js
DUPTYPE_WITHIN_SAME_TREE -12601 10 40 249 5926764 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax/var/rquery.js
